BLUE_Y,FPS,RED_X,RED_Y,BLUE_X
256,16.6,294,247,123
256,16.6,295,247,123
256,16.6,296,247,125
256,16.6,297,247,125
256,16.6,297,247,126
256,16.6,297,247,126
256,16.6,298,247,127
256,16.6,299,247,128
256,16.6,302,248,131
256,16.8,304,248,133
257,16.8,305,249,133
257,16.8,305,249,134
258,16.8,307,249,135
260,16.8,309,249,138
261,16.8,311,251,139
261,16.8,312,251,139
261,16.8,311,250,139
262,16.8,311,250,138
262,16.8,311,251,138
263,16.8,312,252,139
264,16.8,313,254,140
265,16.8,313,255,141
266,16.8,314,256,141
268,16.8,314,259,141
271,16.8,316,263,143
273,16.6,317,266,143
273,16.6,316,267,143
274,16.6,315,268,141
274,16.6,315,268,141
275,16.6,315,269,141
274,16.6,315,269,141
275,16.6,315,269,141
275,16.6,315,269,141
275,16.6,315,269,141
275,16.6,315,269,140
275,16.6,315,269,140
275,16.6,314,269,140
275,16.6,314,270,139
275,16.6,313,269,139
275,16.6,312,268,137
273,16.6,311,267,137
271,16.6,310,266,136
269,16.7,309,265,136
269,16.7,310,265,135
268,16.7,310,265,136
267,16.7,311,265,137
266,16.7,311,266,137
265,16.7,312,267,138
264,16.7,314,268,140
264,16.7,317,270,143
266,16.7,319,274,145
267,16.7,321,276,148
268,16.7,322,278,148
269,16.7,322,279,148
270,16.7,321,280,147
271,16.7,321,282,148
273,16.7,321,284,149
273,16.7,322,284,149
274,16.7,322,285,149
275,16.7,321,285,148
275,16.7,321,285,148
275,16.7,321,285,148
274,16.7,321,285,149
274,16.7,322,285,149
273,16.7,322,285,149
273,16.7,321,285,148
274,16.7,320,285,147
274,16.7,321,285,148
274,16.7,321,285,148
275,16.7,321,285,148
275,16.7,321,285,149
275,16.7,321,285,148
275,16.7,321,285,148
275,16.7,322,284,149
275,16.7,322,283,149
277,16.7,323,283,150
277,16.7,323,282,150
278,16.7,323,280,150
278,16.7,323,279,150
279,16.7,324,278,150
279,16.7,324,276,150
279,16.7,323,275,149
278,16.7,323,275,149
278,16.7,321,273,148
277,16.7,321,272,147
277,16.7,321,272,147
277,16.7,321,272,147
277,16.7,321,271,147
277,16.7,320,269,147
276,16.7,320,269,147
276,16.7,320,269,147
276,16.7,321,270,147
276,16.7,322,270,148
276,16.7,323,270,149
276,16.7,323,271,150
276,16.7,324,271,151
276,16.7,326,272,152
277,16.7,327,273,153
277,16.7,328,273,155
277,16.7,329,274,155
277,16.7,331,274,157
278,16.7,332,275,159
279,16.7,333,275,159
278,16.7,333,275,160
278,16.7,333,275,160
278,16.7,333,273,160
277,16.7,333,271,160
276,16.7,332,270,159
275,16.7,331,269,159
275,16.7,331,268,159
275,16.7,331,266,159
274,16.7,332,264,159
273,16.7,333,262,159
272,16.7,333,260,160
271,16.7,334,258,161
271,16.7,335,256,161
271,16.7,335,255,161
270,16.7,335,253,162
269,16.7,335,251,161
267,16.7,333,249,160
267,16.7,332,248,158
266,16.7,331,247,156
265,16.7,330,246,156
265,16.7,329,245,155
263,16.7,329,243,155
263,16.6,329,243,155
264,16.6,330,242,155
264,16.6,330,241,156
264,16.6,330,242,155
265,16.6,329,243,155
265,16.6,328,242,154
265,16.6,328,241,154
263,16.6,329,241,155
263,16.6,328,242,154
263,16.6,327,244,153
265,16.6,325,245,151
264,16.6,324,247,150
263,16.6,323,248,149
265,16.6,322,250,149
267,16.6,323,254,149
270,16.6,323,258,150
272,16.6,323,263,149
274,16.9,324,268,150
276,16.9,325,271,151
279,16.9,327,275,153
281,16.9,329,278,155
284,16.9,332,280,157
287,16.9,334,282,160
289,16.9,336,285,161
291,16.9,337,287,161
292,16.9,336,288,161
293,16.9,337,289,162
294,16.9,339,290,163
295,16.9,339,290,164
296,16.9,339,291,164
296,16.9,340,291,164
296,16.9,341,291,165
296,16.9,340,291,165
296,16.3,339,291,164
296,16.3,340,291,164
296,16.3,340,291,165
296,16.3,340,291,164
296,16.3,339,291,163
296,16.3,339,291,163
296,16.3,339,291,164
296,16.3,339,291,163
296,16.3,339,291,163
296,16.3,339,291,163
296,16.3,338,290,163
295,16.3,338,290,163
295,16.3,338,289,162
295,16.3,338,288,163
294,16.3,339,287,163
294,16.3,339,286,164
