BLUE_Y,FPS,RED_X,RED_Y,BLUE_X
149,16.9,317,131,143
148,16.9,317,131,143
149,16.9,317,131,143
148,16.9,317,130,143
148,16.9,318,130,143
149,16.9,319,130,144
148,16.9,319,129,144
147,16.9,319,127,145
146,16.9,320,126,145
145,16.9,321,124,146
144,16.9,321,123,147
143,16.9,323,121,148
142,16.9,323,120,148
142,16.9,323,119,149
142,16.9,325,120,149
142,16.9,326,119,151
143,16.9,327,119,152
143,16.9,327,119,153
144,16.9,327,118,153
146,16.9,326,118,153
147,16.9,326,118,153
147,16.9,326,117,153
146,16.9,327,116,153
145,16.9,327,115,154
146,16.9,327,115,155
147,16.9,328,115,155
147,16.9,328,114,156
147,16.9,328,114,156
147,16.9,329,114,157
148,16.9,329,115,157
151,16.9,329,116,158
152,16.9,329,118,158
152,16.8,329,118,158
153,16.8,329,118,158
154,16.8,329,119,158
154,16.8,329,119,158
153,16.8,329,119,158
154,16.8,329,119,158
154,16.8,329,119,158
154,16.8,329,119,158
154,16.8,329,119,158
154,16.8,329,119,158
154,16.8,329,119,158
154,16.8,329,119,158
154,16.8,329,119,158
155,16.8,329,119,159
154,16.8,329,119,158
154,16.8,329,119,158
154,16.8,329,119,158
155,16.5,329,119,159
155,16.5,329,119,159
154,16.5,329,119,158
154,16.5,329,119,158
154,16.5,329,119,158
154,16.5,329,119,158
155,16.5,329,119,158
155,16.5,329,119,159
154,16.5,330,119,159
155,16.5,329,119,159
155,16.5,329,120,159
155,16.5,330,120,159
154,16.5,330,120,159
155,16.5,329,120,159
155,16.5,330,120,159
155,16.5,330,120,159
156,16.2,330,120,159
156,16.2,330,120,159
156,16.2,330,121,159
158,16.2,329,122,159
160,16.2,329,123,159
160,16.2,330,124,160
160,16.2,331,124,160
161,16.2,331,124,160
161,16.2,331,125,161
161,16.2,331,125,161
161,16.2,331,125,161
161,16.2,331,125,160
161,16.2,331,125,160
162,16.2,331,125,160
162,16.2,331,125,160
162,16.2,331,125,160
162,16.2,331,125,160
162,16.5,331,125,160
162,16.5,331,125,160
163,16.5,330,125,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,330,126,160
163,16.5,331,126,160
164,16.5,331,127,160
164,16.5,330,127,160
164,16.5,330,127,160
164,16.5,330,128,160
165,16.5,330,128,160
165,16.5,329,128,160
165,16.5,329,128,159
165,16.5,329,128,159
166,16.5,329,129,159
165,16.5,330,129,160
165,16.5,330,129,160
166,16.5,329,129,159
166,16.5,329,130,159
166,16.5,329,130,159
166,16.5,329,129,159
166,16.6,329,130,159
166,16.6,329,130,159
166,16.6,329,130,159
166,16.6,329,130,159
166,16.6,329,130,159
166,16.6,329,130,159
165,16.6,329,130,159
166,16.6,329,130,159
166,16.6,329,130,159
166,16.6,329,130,159
166,16.6,329,130,159
166,16.6,329,130,159
