0, 0, 0, 0
0.0606060606061, 3.5, 1.0, 0.0118643045301
0.121212121212, 7.0, 3.0, 0.0238507276056
0.181818181818, 8.0, 7.0, 0.0122031497327
0.242424242424, 7.5, 10.0, 0.000268276318178
0.30303030303, 8.0, 11.5, 0.00637320657812
0.363271266886, 8.0, 11.5, 0.00637320657812
0.423512230741, 8.0, 11.0, 0.000539683558088
0.483753194597, 7.5, 10.5, 0.00606804943165
0.543994158452, 7.0, 9.5, 0.00637320657812
0.604235122307, 6.5, 9.5, 0.0184059488652
0.664476086163, 6.5, 9.5, 0.0184059488652
0.724717050018, 6.5, 9.0, 0.024261489546
0.784958013874, 6.5, 8.5, 0.0184059488652
0.845198977729, 6.5, 8.0, 0.0125459676829
0.905439941585, 6.5, 8.0, 0.0125459676829
0.96568090544, 6.5, 6.5, 0.0066819438329
1.0259218693, 7.0, 6.0, 0.00109211246298
1.08616283315, 8.0, 5.0, 0.000539683558088
1.14640379701, 9.0, 5.0, 0.000539683558088
1.20664476086, 10.0, 4.5, -0.00529702525739
1.26688572472, 12.0, 4.5, -0.00529702525739
1.32712668857, 13.5, 4.5, -0.017148271924
1.38736765243, 15.0, 4.5, -0.0169784176606
1.44760861628, 16.0, 4.5, -0.0286677949754
1.50784958014, 16.5, 4.5, -0.0287697629571
1.56809054399, 16.5, 4.5, -0.0287697629571
1.62833150785, 17.5, 4.5, -0.0287697629571
1.68857247171, 17.5, 5.5, -0.0287697629571
1.74881343556, 19.0, 6.0, -0.0228223072538
1.80905439942, 20.0, 6.0, -0.0228223072538
1.86929536327, 20.5, 7.0, -0.0229582322224
1.92953632713, 21.5, 8.0, -0.0229582322224
1.98977729098, 22.5, 8.5, -0.017148271924
2.05001825484, 23.5, 7.5, -0.00553462750674
2.11025921869, 23.5, 7.5, -0.00553462750674
2.17050018255, 23.5, 7.5, -0.00553462750674
2.2307411464, 24.5, 7.5, -0.00553462750674
2.29098211026, 25.5, 7.5, -0.00553462750674
2.35122307411, 25.5, 7.0, 0.000268276318178
2.41295146918, 25.5, 6.5, -0.00553462750674
2.47467986424, 25.0, 7.0, 0.000539683558088
2.5364082593, 23.5, 7.0, 0.000268276318178
2.59813665436, 23.5, 6.5, 0.00606804943165
2.65986504942, 23.5, 6.0, 0.000268276318178
2.72159344449, 23.5, 6.0, 0.000268276318178
2.78332183955, 23.5, 6.5, 0.00606804943165
2.84505023461, 23.0, 7.5, 0.00576641053609
2.90677862967, 22.5, 9.0, 0.0118643045301
2.96850702473, 23.0, 10.0, 0.0115293634923
3.03023541979, 23.0, 11.5, 0.0172884795528
3.09196381486, 22.0, 13.0, 0.0230433809246
3.15369220992, 22.5, 14.5, 0.0292281108387
3.21542060498, 22.0, 17.0, 0.034539036922
3.27714900004, 21.5, 18.5, 0.0407793617112
3.3388773951, 22.5, 18.5, 0.0407793617112
3.40022708835, 23.0, 19.0, 0.034539036922
3.46157678161, 23.5, 18.0, 0.0350064514179
3.52292647486, 24.5, 18.0, 0.0350064514179
3.58427616811, 25.5, 17.0, 0.0350064514179
3.64562586136, 27.5, 15.5, 0.0292281108387
3.70697555461, 29.5, 14.5, 0.0176566557252
3.76832524786, 31.5, 13.5, 0.0176566557252
3.82967494111, 31.5, 14.5, 0.00606804943165
3.89102463437, 30.5, 17.0, -0.011340273478
