BLUE_Y,FPS,RED_X,RED_Y,BLUE_X
249,16.7,377,189,211
249,16.7,377,189,211
249,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.7,377,189,211
248,16.6,377,189,211
248,16.6,377,189,211
248,16.6,377,189,211
248,16.6,377,189,211
248,16.6,377,189,211
248,16.6,377,189,211
248,16.6,377,189,211
248,16.6,377,189,211
248,16.6,377,189,211
248,16.6,377,189,210
248,16.6,377,189,210
248,16.6,377,189,210
248,16.6,376,189,210
248,16.6,377,189,210
248,16.6,376,189,210
248,16.6,377,189,210
248,16.6,376,189,210
248,16.6,377,189,210
248,16.6,377,189,210
248,16.6,376,189,210
248,16.6,376,189,210
248,16.6,376,189,210
248,16.6,376,189,210
248,16.6,376,189,210
248,16.6,376,189,210
248,16.6,376,189,210
248,16.6,376,189,210
247,16.6,376,189,210
247,16.6,376,189,210
247,16.6,376,189,210
247,16.6,376,188,210
247,16.6,376,188,210
247,16.6,376,188,210
247,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,188,210
246,16.6,376,187,209
246,16.6,375,187,209
245,16.6,376,187,209
246,16.4,375,188,209
245,16.4,376,187,209
245,16.4,376,187,209
245,16.4,375,187,209
245,16.4,375,187,209
245,16.4,375,187,209
245,16.4,375,187,209
245,16.4,375,187,209
