152, 553, 527, 26.00, 234, 233, 2.00, 2720.00, 1000.00, 0.95, 0.03
153, 553, 573, -20.00, 234, 233, 1.00, 1920.00, 1040.00, -1.15, -0.03
154, 553, 568, -15.00, 234, 233, 1.00, 1320.00, 1080.00, 0.12, 0.00
155, 553, 560, -7.00, 234, 233, 1.00, 1040.00, 1120.00, 0.20, 0.00
156, 549, 557, -8.00, 235, 233, 2.00, -320.00, 80.00, -0.20, 0.05
157, 545, 539, 6.00, 236, 233, 3.00, 240.00, 120.00, 0.15, 0.08
158, 542, 496, 46.00, 238, 223, 16.00, 1840.00, 640.00, 1.15, 0.40
159, 542, 547, -5.00, 238, 233, 5.00, 1640.00, 840.00, -1.27, -0.27
160, 539, 546, 3.00, 240, 226, 6.00, 120.00, 240.00, 0.08, 0.15
161, 536, 533, 3.00, 243, 233, 9.00, 120.00, 360.00, 0.08, 0.22
162, 533, 520, 13.00, 246, 233, 13.00, 520.00, 520.00, 0.32, 0.32
163, 533, 487, 46.00, 246, 224, 22.00, 2360.00, 1400.00, 0.83, 0.22
164, 533, 533, 0.00, 246, 240, 6.00, 2360.00, 1640.00, -1.15, -0.40
165, 531, 539, -8.00, 249, 250, -1.00, -320.00, -40.00, -0.20, -0.03
166, 529, 519, 10.00, 253, 249, 4.00, 400.00, 160.00, 0.25, 0.10
167, 527, 514, 13.00, 257, 249, 7.00, 520.00, 280.00, 0.32, 0.17
168, 527, 512, 15.00, 257, 249, 8.00, 1120.00, 600.00, 0.05, 0.03
169, 527, 512, 15.00, 257, 237, 16.00, 1720.00, 1240.00, 0.00, 0.20
170, 527, 513, 14.00, 257, 254, 3.00, 2280.00, 1360.00, -0.03, -0.32
171, 527, 488, 38.00, 257, 245, 14.00, 3800.00, 1920.00, 0.60, 0.27
172, 527, 545, -17.00, 257, 260, -3.00, 3120.00, 1800.00, -1.37, -0.43
173, 527, 548, -21.00, 257, 262, -5.00, 2280.00, 1600.00, -0.10, -0.05
174, 527, 498, 28.00, 257, 249, 8.00, 3400.00, 1920.00, 1.23, 0.32
175, 527, 544, -17.00, 257, 262, -6.00, 2720.00, 1680.00, -1.12, -0.35
176, 527, 546, -19.00, 257, 264, -7.00, 1960.00, 1400.00, -0.05, -0.03
177, 527, 534, -6.00, 257, 264, -7.00, 1720.00, 1120.00, 0.32, 0.00
178, 526, 531, -5.00, 261, 264, -3.00, -200.00, -120.00, -0.12, -0.08
179, 525, 477, 49.00, 265, 245, 17.00, 1960.00, 680.00, 1.23, 0.43
180, 525, 518, 8.00, 265, 261, 4.00, 2280.00, 840.00, -1.02, -0.32
181, 525, 487, 37.00, 269, 248, 21.00, 1480.00, 840.00, 0.93, 0.52
182, 525, 524, 1.00, 269, 262, 7.00, 1520.00, 1120.00, -0.90, -0.35
183, 525, 485, 40.00, 274, 252, 22.00, 1600.00, 880.00, 1.00, 0.55
184, 525, 522, 3.00, 274, 270, 4.00, 1720.00, 1040.00, -0.93, -0.45
185, 525, 523, 3.00, 277, 261, 15.00, 120.00, 600.00, 0.08, 0.37
186, 525, 508, 17.00, 277, 277, 0.00, 800.00, 600.00, 0.35, -0.37
187, 525, 505, 20.00, 277, 277, 0.00, 1600.00, 600.00, 0.08, 0.00
188, 525, 508, 17.00, 277, 277, 0.00, 2280.00, 600.00, -0.08, 0.00
189, 525, 518, 7.00, 277, 277, 0.00, 2560.00, 600.00, -0.25, 0.00
190, 526, 523, 3.00, 281, 277, 4.00, 120.00, 160.00, 0.08, 0.10
191, 528, 508, 20.00, 284, 277, 7.00, 800.00, 280.00, 0.50, 0.17
192, 528, 506, 22.00, 284, 278, 6.00, 1680.00, 520.00, 0.05, -0.03
193, 528, 513, 15.00, 284, 279, 5.00, 2280.00, 720.00, -0.17, -0.03
